,variant_name,len_Data,variant
182,varinat_182,4,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
183,varinat_183,4,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'REOPEN', 'DELETE')"
184,varinat_184,4,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
185,varinat_185,4,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
186,varinat_186,4,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
187,varinat_187,4,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'MANUAL', 'MANUAL')"
188,varinat_188,4,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
189,varinat_189,4,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL')"
190,varinat_190,4,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
191,varinat_191,4,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
192,varinat_192,4,"('NEW', 'NEW', 'NEW')"
193,varinat_193,4,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
194,varinat_194,4,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
195,varinat_195,4,"('NEW', 'DELETE', 'JOIN-PAT')"
196,varinat_196,4,"('NEW', 'CHANGE DIAGN', 'CHANGE END', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
197,varinat_197,4,"('NEW', 'FIN', 'SET STATUS')"
198,varinat_198,4,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
199,varinat_199,4,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
200,varinat_200,4,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
201,varinat_201,4,"('NEW', 'FIN', 'REOPEN', 'FIN', 'DELETE')"
202,varinat_202,4,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
203,varinat_203,3,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
204,varinat_204,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
205,varinat_205,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK')"
206,varinat_206,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'SET STATUS', 'RELEASE', 'SET STATUS')"
207,varinat_207,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'DELETE')"
208,varinat_208,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
209,varinat_209,3,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
210,varinat_210,3,"('NEW', 'FIN', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
211,varinat_211,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'DELETE')"
212,varinat_212,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED')"
213,varinat_213,3,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN')"
214,varinat_214,3,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
215,varinat_215,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS')"
216,varinat_216,3,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN')"
217,varinat_217,3,"('NEW', 'BILLED')"
218,varinat_218,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
219,varinat_219,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'SET STATUS')"
220,varinat_220,3,"('NEW', 'NEW', 'NEW', 'NEW', 'NEW', 'DELETE')"
221,varinat_221,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'BILLED')"
222,varinat_222,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'MANUAL')"
223,varinat_223,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
224,varinat_224,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'SET STATUS')"
225,varinat_225,3,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
226,varinat_226,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
227,varinat_227,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
228,varinat_228,3,"('NEW', 'NEW', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED')"
229,varinat_229,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
230,varinat_230,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
231,varinat_231,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
232,varinat_232,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
233,varinat_233,3,"('NEW', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
234,varinat_234,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
235,varinat_235,3,"('NEW', 'NEW', 'NEW', 'NEW')"
236,varinat_236,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'CODE OK')"
237,varinat_237,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
238,varinat_238,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN')"
239,varinat_239,3,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'DELETE')"
240,varinat_240,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'DELETE')"
241,varinat_241,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'BILLED')"
242,varinat_242,3,"('NEW', 'FIN', 'RELEASE', 'MANUAL', 'DELETE')"
243,varinat_243,3,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'DELETE')"
244,varinat_244,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS')"
245,varinat_245,3,"('NEW', 'RELEASE', 'BILLED')"
246,varinat_246,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
247,varinat_247,3,"('NEW', 'NEW', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT')"
248,varinat_248,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
249,varinat_249,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK')"
250,varinat_250,3,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'REJECT', 'MANUAL', 'BILLED')"
251,varinat_251,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
252,varinat_252,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'MANUAL')"
253,varinat_253,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
254,varinat_254,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'SET STATUS')"
255,varinat_255,3,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'CODE NOK', 'CODE NOK', 'CODE OK')"
256,varinat_256,3,"('NEW', 'NEW', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'DELETE', 'DELETE')"
257,varinat_257,3,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
258,varinat_258,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'SET STATUS')"
259,varinat_259,3,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
260,varinat_260,3,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'BILLED')"
261,varinat_261,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
262,varinat_262,2,"('NEW', 'CHANGE DIAGN', 'CHANGE END', 'DELETE')"
263,varinat_263,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
264,varinat_264,2,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'REJECT', 'FIN', 'RELEASE', 'BILLED')"
265,varinat_265,2,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
266,varinat_266,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS', 'CODE NOK')"
267,varinat_267,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
268,varinat_268,2,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
269,varinat_269,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
270,varinat_270,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'MANUAL', 'BILLED')"
271,varinat_271,2,"('NEW', 'FIN', 'MANUAL', 'BILLED')"
272,varinat_272,2,"('NEW', 'FIN', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
273,varinat_273,2,"('NEW', 'FIN', 'REOPEN', 'FIN', 'RELEASE')"
274,varinat_274,2,"('NEW', 'NEW', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'CHANGE DIAGN', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED')"
275,varinat_275,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'REOPEN', 'DELETE')"
276,varinat_276,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK')"
277,varinat_277,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'BILLED')"
278,varinat_278,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
279,varinat_279,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CODE OK', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
280,varinat_280,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED')"
281,varinat_281,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'MANUAL')"
282,varinat_282,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS', 'SET STATUS', 'SET STATUS')"
283,varinat_283,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'MANUAL')"
284,varinat_284,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED')"
285,varinat_285,2,"('NEW', 'CODE OK', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
286,varinat_286,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
287,varinat_287,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK', 'CODE OK', 'BILLED')"
288,varinat_288,2,"('NEW', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'CHANGE END', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
289,varinat_289,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
290,varinat_290,2,"('NEW', 'NEW', 'NEW', 'NEW', 'FIN', 'DELETE')"
291,varinat_291,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
292,varinat_292,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
293,varinat_293,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'CODE OK')"
294,varinat_294,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
295,varinat_295,2,"('NEW', 'FIN', 'RELEASE', 'REOPEN', 'FIN', 'RELEASE', 'DELETE')"
296,varinat_296,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'SET STATUS', 'RELEASE', 'CODE OK', 'BILLED')"
297,varinat_297,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE NOK', 'CODE OK', 'BILLED')"
298,varinat_298,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE NOK', 'BILLED')"
299,varinat_299,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'SET STATUS', 'CODE NOK', 'SET STATUS')"
300,varinat_300,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'CODE OK', 'CODE OK')"
301,varinat_301,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
302,varinat_302,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'CODE OK')"
303,varinat_303,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
304,varinat_304,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'SET STATUS', 'SET STATUS', 'REOPEN', 'FIN', 'SET STATUS')"
305,varinat_305,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'CODE OK')"
306,varinat_306,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'MANUAL', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
307,varinat_307,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'CODE OK', 'BILLED')"
308,varinat_308,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'DELETE')"
309,varinat_309,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REOPEN', 'DELETE')"
310,varinat_310,2,"('NEW', 'FIN', 'RELEASE', 'CODE ERROR', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'EMPTY')"
311,varinat_311,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
312,varinat_312,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
313,varinat_313,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'CODE OK')"
314,varinat_314,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
315,varinat_315,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'EMPTY')"
316,varinat_316,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'DELETE')"
317,varinat_317,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT')"
318,varinat_318,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE ERROR', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
319,varinat_319,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE OK', 'BILLED', 'STORNO', 'BILLED')"
320,varinat_320,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'MANUAL')"
321,varinat_321,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'RELEASE', 'CODE OK', 'BILLED')"
322,varinat_322,2,"('NEW', 'NEW', 'CHANGE DIAGN', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE OK', 'BILLED', 'BILLED')"
323,varinat_323,2,"('NEW', 'FIN', 'REOPEN', 'FIN', 'REOPEN', 'DELETE')"
324,varinat_324,2,"('NEW', 'NEW', 'FIN', 'FIN', 'RELEASE', 'RELEASE', 'CODE NOK', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'JOIN-PAT', 'BILLED', 'BILLED')"
325,varinat_325,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED', 'STORNO', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'BILLED')"
326,varinat_326,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'BILLED')"
327,varinat_327,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
328,varinat_328,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'SET STATUS', 'SET STATUS')"
329,varinat_329,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'BILLED', 'STORNO', 'REJECT', 'BILLED', 'CODE OK')"
330,varinat_330,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'MANUAL', 'CODE OK', 'BILLED')"
331,varinat_331,2,"('NEW', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
332,varinat_332,2,"('NEW', 'FIN', 'RELEASE', 'BILLED', 'STORNO', 'MANUAL', 'BILLED')"
333,varinat_333,2,"('NEW', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE NOK', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
334,varinat_334,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'SET STATUS', 'SET STATUS')"
335,varinat_335,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
336,varinat_336,2,"('NEW', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED', 'STORNO', 'REJECT', 'REOPEN', 'FIN', 'RELEASE', 'CODE OK', 'BILLED')"
337,varinat_337,2,"('NEW', 'CHANGE DIAGN', 'CHANGE DIAGN', 'FIN', 'RELEASE', 'CODE OK', 'RELEASE', 'CODE OK', 'BILLED')"
